,date,time,tempC,weatherDesc,precipMM,humidity,pressure,cloudcover,windspeedKmph,visibility,uvIndex,moon_illumination,city
68,2018-01-18,18,11,Cloudy,0.0,77,1018,69,12,10,4,6,rome
69,2018-01-19,0,11,Rain,0.2,85,1017,94,16,10,3,13,rome
70,2018-01-19,6,11,Rain,0.4,81,1014,93,14,10,3,13,rome
71,2018-01-19,12,12,Rain,0.3,80,1013,100,17,10,3,13,rome
72,2018-01-19,18,12,Rain,0.5,83,1012,100,13,10,3,13,rome
73,2018-01-20,0,11,Rain,0.4,87,1012,26,6,9,3,20,rome
74,2018-01-20,6,9,Sunny,0.0,88,1012,9,4,10,3,20,rome
75,2018-01-20,12,15,Sunny,0.0,59,1013,2,9,10,3,20,rome
76,2018-01-20,18,11,Clear,0.0,70,1012,23,5,10,3,20,rome
77,2018-01-21,0,10,Clear,0.0,76,1009,18,2,10,4,28,rome
78,2018-01-21,6,11,Rain,0.2,85,1003,37,8,9,4,28,rome
79,2018-01-21,12,15,Sunny,0.0,66,1006,4,17,10,4,28,rome
80,2018-01-21,18,11,Clear,0.0,74,1010,3,13,10,4,28,rome
81,2018-01-22,0,10,Clear,0.0,74,1014,4,9,10,4,35,rome
82,2018-01-22,6,8,Sunny,0.0,67,1015,12,8,10,4,35,rome
83,2018-01-22,12,13,Sunny,0.0,56,1015,24,10,10,4,35,rome
84,2018-01-22,18,10,Cloudy,0.0,71,1015,48,7,10,4,35,rome
85,2018-01-23,0,9,Clear,0.0,74,1015,17,7,10,4,42,rome
86,2018-01-23,6,8,Sunny,0.0,74,1017,5,8,10,4,42,rome
87,2018-01-23,12,17,Sunny,0.0,53,1021,0,4,10,4,42,rome
88,2018-01-23,18,14,Clear,0.0,76,1025,0,5,10,4,42,rome
89,2018-01-24,0,11,Clear,0.0,75,1028,0,5,10,4,49,rome
90,2018-01-24,6,8,Sunny,0.0,69,1030,6,10,10,4,49,rome
91,2018-01-24,12,15,Sunny,0.0,56,1030,0,8,10,4,49,rome
92,2018-01-24,18,13,Clear,0.0,79,1031,0,9,10,4,49,rome
93,2018-01-25,0,11,Clear,0.0,79,1030,0,6,10,4,57,rome
94,2018-01-25,6,9,Sunny,0.0,78,1029,0,7,10,4,57,rome
95,2018-01-25,12,16,Sunny,0.0,56,1027,0,3,10,4,57,rome
96,2018-01-25,18,13,Clear,0.0,76,1025,0,5,10,4,57,rome
97,2018-01-26,0,9,Clear,0.0,82,1024,3,9,10,4,64,rome
98,2018-01-26,6,8,Cloudy,0.0,80,1022,27,14,10,4,64,rome
99,2018-01-26,12,14,Cloudy,0.1,68,1021,72,18,10,4,64,rome
100,2018-01-26,18,11,Cloudy,0.0,81,1022,42,13,10,4,64,rome
101,2018-01-27,0,9,Clear,0.0,81,1025,20,12,10,4,71,rome
102,2018-01-27,6,9,Cloudy,0.1,77,1026,29,12,10,4,71,rome
